일자,제목,키워드,감정라벨,감정점수
2021-05-16,애플이 앱 광고에 엄격한 이유? ‘600억달러 시장’ 노린다,"애플,광고,600억,달러,시장,카운터포인트리서치,애플,자체,광고,플랫폼,강화,전략,부사장,능가,앱스토어,매출,전망,사용자,광고,추적,여부,허가,투명성,추적,투명,ATT,적용,이미지,사진,애플,제공,애플,투명성,추적,투명,ATT,업데이트,업계,디지털,광고,고민,광고판,글로벌,최대,부상,진영,스마트폰,단말,아이폰,타깃,광고,까닭,얼마,애플,얼마,iOS,업데이트,사용자,허락,데이터,추적,제한,페이스북,포함,업계,타깃,광고,타격,예상,상황,애플,조치,제3자,배제,생태계,자체,광고,생태,구축,연간,달러,67조,규모,추가,수익,시장,조사,업체,카운터,포인트리서치,Neil,Shah,리서치,부사장,12일,현지시각,인사이트,통찰력,리포트,광고,콘텐츠,하드웨어,수익,창출,최고,잠재력,애플,광고,기회,600억,연간,최소,달러,입장,부사장,애플,아이폰,세계,사용자,확보,거대,광고판,페이스북,구글,아마존,빅테크,기업,제공,일정,수준,광고,수익,창출,기업,사용자,허락,접근,권한,상황,부사장,애플,프라이버시,개인정보,플랫폼,광고,접근,차단,움직,결국,수익,창출,기회,통제,플랫폼,자체,광고,강화,묘수,clever,move,iOS,진영,광고,애플,주도,생태계,자체,생태,기기,활용,발생,사용자,데이터,타깃,광고,운용,예상,마케터들,세계,프리미엄,사용자,도달,비용,지불,전망,시장,600억,연간,최소,달러,얘기,부사장,광고,매출,앱스토어,수익,능가,시장,조사,업체,센서,타워,애플,앱스토어,723억,달러,81조,매출",neutral,2.9999360874353442
2021-05-17,[ET] “내 정보 ‘추적’ 허용하겠습니까?”,"정보,추적,허용,앵커,지구촌,인구,70억,사용자,28억,세계,최대,소셜,미디어,기업,페이스북,애플,애플,페이스북,비즈니스,모델,전망,글로벌,ET,서영민,테크,싸움,페이스북,애플,속앓이,업데이트,아이폰,사용자,화면,활동,추적,허용,선택지,가지,추적,허용,박태원,앵커,광고,검색,리서치,업체,보고서,미국,추적,개인,정보,허용,아이폰,사용자,5%,나머지,95%,추적,업계,20%,정도,동의,예상,앵커,잠깐,그동안,동의,정보,이용,경험,구글,네이버,인터넷,검색,페이스북,등산화,광고,기업들,활용,맞춤,광고,제공,앵커,광고,검색,회사,구글,페이스북,구글,광고,검색,검색어,바탕,광고,수준,페이스북,스마트폰,사람,정확,표적화,광고,페이스북,스마트폰,앱들,추적,사용자,나이,결혼,여부,직장,친구,정치,성향,소득,수준,추적,기록,매출,실적,29조,영업,이익,12조,삼성전자,9조,회사,12조,월스트리트저널,광고,매출,기간,46%,증가,영향,페이스북,광고,매출,97%,차지,앵커,애플,정보,애플,보호,개인,정보,그동안,기업,사용자,정보,착취,용인,최고경영자,애플,최고경영자,1월,기업,사용자,생각,정보,착취,선택권,제한,구조,기업,애플,칭찬,개혁,앵커,사생활,입장,아이폰,사용자,페이스북,이익,사생활,보호,주장,애플,페이스북,테크,싸움,업계,전문가,보호,개인,정보,결국,밥그릇,싸움,페이스북,고객,정보,광고,회사고,애플,기계,수익,회사,사업,모델,애플,입장,기계,중요,경쟁력,보안,아이폰,정보,애플,약속,FBI,테러,수사,아이폰,자체,사업,모델,보안,극도,중요,페이스북,근본적,싸움,앵커,페이스북,대응,애플,팝업,화면,구구절절,설명,개인,정보,추적,허용,사용자,파악,정보,조치,영향,전쟁,구글,안드로이드,구글,스마트폰,생태,75%,내년,애플,정책,삼성,조치,앵커,페이스북,위협,서영민",neutral,2.999983234454703
2021-05-17,"[글로벌인사이트] BYD와 테슬라, 그리고 화웨이와 애플","BYD,테슬라,화웨이,애플,중국,미래,중국,실리콘밸리,선전,5위,아시아,도시,GDP,자랑,도착,택시,버스,전기차,목격,충전소,5G,플랫폼,자율,주행,테스트,미래차,밸류체,구축,선전,경제,민영기업들,미중분쟁,직격탄,에너지,자율주행,대표,미래차,BYD,중국,최대,전기차,기업,중국판,우버,디디,공동개발,전기차,호출,전용,공개,수요,폭증,MCU,투자,모빌아이,추격,중국,차량,AI,유니콘,기업,호라이즌로보틱스,파트너십,체결,미국,통신,장비,반도체,규제,시름,화웨이,휴대폰,시장,70~75%,예측,상하이,모터쇼,화웨이,하모니,OS,장착,베이징자동차,아크폭스,신모델,돌파구,미래차,화웨이,자동차,기업,협업,5G,생태계,구축,자율주행,영역,개척,R&D,스마트카,부품,R&D,달러,투자,계획,미래차,시대,보쉬,자동차부품,기업,세계,평가,ZTE,통신,장비,기업,전기차,진출,선언,DJI,민영,드론,세계,5년,자율,주행,솔루션,텐센트,거대,기업,헝다,에너지차,스마트카,운영,체제,미국,규제,선전,기업,미래차,사랑,실리콘밸리,애플카,아이폰,맥북,애플TV,앱스토어,연결,iOS,맥OS,애플,생태,미래차,위협적,엔비디아,GPU,자율주행,AI,각광,모빌아이,인수,인텔,시가총액,선전,실리콘밸리,G2,첨단,산업,기지,경쟁,미래차,주도,장밋빛,자율주행,웨이모,구글,실적,부진,CEO,사임,테슬라,센서,카메라,수집,정보,미국,중국,정부,군대,국영,기업,금지령,상하이,모터쇼,브레이크,결함,항의,소동,중국,반감,곤혹,다툼,패권,불똥,반도체,미래차,모양새,반도체,규제,일변도,미래차,경쟁,시장,선점,성격,양국,구조,총론,경쟁,각론,공생,양상,테슬라,워런,버핏,8%,BYD,지분,20%,인수,추진,애플,텐센트,디디,주주,애플카,중국,배터리,기업,CATL,참여,이야기,DJI,인텔,CPU,지리차,인수,볼보,차세대,자동차,자율,주행,컴퓨팅,엔비디아,부품,사용,미래차,경계,융화,빅블러,현상,산업,스마트폰,기계산업,융화,필수적,테슬라,대항마,샤오펑,CEO,참여기업,미래차,시장,파이,기업,합종연횡,10여,모바일,시장,플레이어,정리,미래차,시대,소부장,육성,자동차,업계,업계,생태,조성,선전무역관장,구본경,코트라,선전,무역,관장",neutral,3.000025249668397
2021-05-17,[영상]애플의 M1칩 주목받는 이유? 자체칩 제작 열풍 부는 반도체 시장 살펴보니,"애플,주목,열풍,자체,제작,열풍,반도체,시장,D램,CPU,특징,비트코,채굴,GPU,애플,M1칩,주목,CPU,NPU,AP,반도체,종류,반도체,시장,메모리,반도체,기사,반도체,메모리,반도체,핵심,D램,낸드플래시,메모리,반도체,휘발,메모리,휘발,메모리,메모리,반도체,D램,낸드플래시,가지,핵심,D램,전원,저장,낸드플래시,속도,특징,낸드플래시,속도,전원,연결,정보,저장,특징,낸드플래시,HDD,대체제,SSD,핵심,부품,D램,낸드플래시,일상생활,사용,기기들,물론,데이터센터,데이터센터,검색,이메일,온라인,쇼핑,인터넷,작업,처리,공간,서비스,각종,클라우드,스트리밍,서비스,이용량,증가,데이터센터,수요,메모리반도체,수요,예측,구글,마이크로소프트,아마존,클라우드,서비스,제공,기업들,데이터,센터,구축,기대감,컴퓨터,두뇌,CPU,스마트폰,두뇌,AP,반도체,컴퓨터,CPU,스마트폰,AP,대표,CPU,컴퓨터,통제,프로그램,실행,처리,핵심적,반도체,D램,SSD,메모리,반도체,그래픽,GPU,컴퓨터,작동,AP,CPU,GPU,통신칩,통합,형태,마디,스마트폰,성능,단적,핵심,부품,CPU,최강자,인텔,AP,최강자,퀄컴,보조,역할,GPU,중요성,CPU,CPU,GPU,중요성,GPU,엔비디아,2020년,인텔,2위,세계,반도체,기업,시총,GPU,개념,엔비디아,1999년,엔비디아,자사,그래픽,카드,지포스,반도체칩,GPU,이름,GPU,Graphics,processing,unit,이름,그래픽,처리,목적,컴퓨터,화면,구성,컴퓨터,게임,고사양,그래픽,시작,CPU,감당,무리,CPU,통제,주목적,성능,중앙,데이터,순차적,처리,계산,속도,전력,소모,한계,GPU,연산,데이터,동시,처리,구조,병렬,처리,설계,CPU,수학자,GPU,초등학생,상황,비유,고난이도,GPU,단순,1,000번,1명,1,000번,CPU,보단,GPU,결과,등장,핵심,역할,CPU,GPU,등장,주목,머리,역할,CPU,GPU,보조,역할,2010년대,상황,인공지능,딥러닝,본격화,딥러닝,인공,지능,학습,머신러닝,갈래,기계,사람,학습,추론,기계,직관,딥러닝,기계,데이터,결과,방식,직관,성능,CPU,예상,반복,단순,연산,데이터,무리,소화,GPU,사실,딥러닝,핵심,자율주행,자동차,주변,데이터,인식,처리,딥러닝,원리,GPU,주목,가지,비트코인,GPU,이슈,반복,단순,연산,비트코,채굴,중저,사양,GPU,GPU,일시적,세계적,품귀,현상,가격,현상,인공,지능,시장,NPU,주목,반도체,Neural,Process,Unit,NPU,반도체,NPU,반도체,구조,사람,모방,반도체,신경망,뉴런,시냅스,구조,반도체,설계,GPU,인공,지능,딥러닝,최적화,반도체,효율,NPU,GPU,10배,CPU,40배,성능,NPU,상용화,당장,시리,빅스비,질문,이해,명령,데이터센터,계산,대답,속도,인터넷,연결,실행,NPU칩,발전,네트워크,인공,지능,비서,생각,의미,비서,NPU,핸드폰,가전기기,탑재,IoT,개별,기기,단독,인공지능,온디바이스,사물인터넷,빅데이터,자율,주행차,분야,속도,성장,만큼,미래,핵심,부품,각광,NPU,걸음마,단계,NPU,기준,인간,두뇌,100배,기업들,하루,선점,NPU,시장,장악,전쟁,기업들,반도체,기업,기업,포함,주구장창,반도체,우물,기업들,현실,가능,삼전,애플,화웨이,디바이스,제조,기업,AP,제작,반도체,경험,AP,이야기,AP,최강자,퀄컴,퀄컴,타이틀,AP,시장,과점,상태,삼성전자,애플,화웨이,스마트폰,제조사,자사,제품,AP,독자,AP,AP,시장,퀄컴,장악,무선통신,2G,,무선,통신,핵심,원천,CDMA,독점,덕분,퀄컴,사용,로열티,과다,청구,AP칩,시장,점유,비즈니스,모델,이용,2019년도,라이센싱,매출,AP,원가,차지,핵심,부품,입장,스마트폰,제조사,손해,막심,애플,퀄컴,상대,세기,소송,진행,결국,그동안,퀄컴,스마트폰,제조사,4G,세대교체,시점,자체,통신,시작,공룡,사이,자체,반도체,제작,열풍,PC,CPU,변화,애플,자사,M1칩,탑재,아이맥,아이,패드,시리즈,공개,공개,번째,인텔,CPU,성능,최대,배터리,사용,증가,주목,스마트폰,AP,개량,놀라움,AP,CPU,전력,소모,성능,PC,사용,평가,애플,공식,인텔,애플,인텔,반도체,가능,보급,PC,반도체,시장,전통,강자,주도,디바이스,제조사,참여,반도체,회사,제공,반도체,성능,제품,관례,기기들,발전,상황,인텔,반도체,기업,가격,고민,반도체칩,호환성,생각,애플,IT업체,가격,고민,상대적,자사,제품,맞춤,반도체,실리콘밸리,열풍,자체,제작,애플,구글,아마존,페이스북,대열,합류,2020년,구글,애플,선언,반도체,독립,테슬라,아마존,바이두,IT기업,자사,NPU칩,기업,NPU,시장,기업들,전통,반도체,기업,상태,애플,스마트폰,NPU,탑재,시작,Face,ID,가능,업체,NPU,유리,PC,스마트,각종,서비스,테스트,베드,NPU,실험,인공,지능,학습,빅데이터,수집,경험,설계,적용,플랫폼,업체들,전통,반도체,업체,불리,반도체,산업,문법,변화,반도체,시장,미래,모습,반도체,시장,변화,기업들,전통,반도체,기업,인텔,CPU,메모리반도체,작동,구동,방식,완전,체제,반도체,엔비디아,설계,반도체,기초,회사,ARM,인수,제작,구조,계획,미국,유럽,아시아,파운드리,의존도,국가차원,구축,자체,공급망,분야,반도체,기업,기업,인수,합병,논의,흥미,이야기,반도체,산업,반도체,시장,변화,혁신적",neutral,3.0003081246395595
2021-05-18,"애플의 ‘파우스트’ 거래...고객 데이터 관리 권한, 중국 당국에 넘겼다","애플,파우스트,고객,데이터,관리,권한,중국,당국,2017년,애플,중국,앱스토,5만,애플,중국,정보,중국,당국,제공,합의,중국,정부,애플리케이션,자체,검열,삭제,이용자,자유,프라이버시,강조,애플,수익,중국,영혼,비난,자유,17일,현지시간,뉴욕타임스,NYT,문건,애플,내부,17명,직원,애플,4명,인터뷰,보안,전문가,토대,애플,중국,당국,요구,굴복,중국,서비스,데이터,저장,서버,통제,현지,당국,애플,예정,내달,완공,구이양,중국,구이저우성,데이터센터,내몽골,데이터센터,통제권,당국,중국,정부,양도,애플,최고,경영자,CEO,그동안,강조,데이터,안전,주장,배치,행동,애플,지역,암호,사용,이용자,중요,정보,보호,아이,클라우드,서비스,이용,중국,아이폰,맥북,연락처,사진,이메일,정보들,중국,위치,서버,저장,중국,사이버보안법,사이버,보안법,중국,수집,개인정보,중요,데이터,중국,보관,의무화,애플,중국,아이클라우드,서비스,폐쇄,위기,중국,이용자,데이터,중국,정부,소유,기업,합의,애플,아이클라우드,저장,암호화,고객,데이터,디지털,미국,중국,당국,디지털,중국,보관,요구,애플,중국,보관,합의,애플,자발적,검열,삭제,NYT,데이터,회사,센서,타워,결과,애플,중국,앱스토어,5만,집계,중국,아이폰,달라이라마,달라이라마,게임,외국,언론사,동성애,데이트,사전,검열,애플,아이폰,뒷면,애플,캘리포니아,디자인,문구,중국,직원,항의,NYT,보도,책임자,니콜라스,베클란,앰네스티,아시아,애플,중국,정부,검열,협조,애플,강조,원칙,저항,흔적,지적,중국,서비스,당국,요구,사실상,수용,의미,애플,성명,중국,사용자,데이터,안전,중국,포함,안전,타협,이용자,데이터,안전,해명,CEO,20년,애플,책임자,중국,운영,진출,진두지휘,애플,기업,세계,최고,일조,스티브,잡스,후계자,자리매김,발판,마련,애플,부품,중국,조립,매출,20%,중국,애플,성장,중국,중요,수익원,중국,애플,NYT",neutral,2.5887387606780976
2021-05-18,"테러범 아이폰도 안 풀어준 애플, 중국에는 개인정보 내줬다","테러범,아이폰,애플,중국,개인정보,NYT,애플,중국,당국,개인정보,중국,고객,개인,정보,6년,요구,장애인,센터,테러범,아이폰,잠금,해제,거절,대만,천안문,주제,주제,삭제,애플,매출,20%,중국,출시,아이폰,애플스토어,중국,상하이,애플스토어,중국,소비자,모습,사진,AFP,애플,중국,당국,중국,고객,개인정보,매출,20%,중국,영업,애플,신념,평가,17일,현지시간,뉴욕타임스,NYT,현직,직원,애플,내부문서,보안,전문가,인터뷰,애플,중국,당국,개인,정보,검열,보도,보도,애플,시행,중국,사이버보안법,중국,아이폰,고객,데이터,중국,정부,중국,국영,기업,소유,서버,양도,중국,수집,개인정보,중국,보관,의무화,보안,전문가,애플,엔지니어,NYT,애플,양보,중국,정부,사용자,개인,정보,접근,지적,애플,테러범,아이폰,잠금,해제,FBI,요청,거절,시위자,애플,지지,종이,사진,AFP,6년,테러범,개인정보,보호,애플,신념,정반대,애플,크리스마스,행사,캘리포니아주,장애인,복지,센터,총격,14명,용의자,잠금,아이폰,연방,FBI,요청,거부,휴대전화,강제,운영체제,악당,백도어,우회,경로,데이터,접근,프로그램,애플,중국,규칙,위배,사전,제거,애플,천안문,광장,중국,파룬궁,달라이,라마,티베트,대만,독립,중국,주제,검사,별도,리뷰어,고용,억만장자,궈원,구이,비리,중국,공산당,폭로,검열,대표적,중국,당국,궈원구이,차단,궈원,구이,애플,요구,애플,임원,구성,검토위원회,중국,앱스토어,제거,내부,명단,이름,추가,궈원구이,중국,정부,블랙리스트,판단,5달,궈원구이,등록,신청,중국,앱스토어,등장,애플,승인,해고,애플,실적,부진,입장,타임스,2017년,중국,앱스토어,5만,삭제,3만,게임,나머지,외국,서비스,동성애,데이트,암호화,메시지앱,중국,정부,민주,시위,조직,인터넷,규제,회피,도구들,차단,애플,세계,매출,중국,차지,비중,20%,177억,달러,규모,개인정보,과거,테러범,개인,정보,보호,신념,애플,소비자,정작,중국,개인정보,당국,중국,시장,판단",neutral,2.999315948705771
2021-05-18,대만 IT업계 매출 급제동 실물경제로 파고 든 `반도체 기근`,"대만,업계,매출,급제동,실물경제,반도체,기근,글로벌,글로벌,위탁,생산,대만,충격,반도체,숏티지,매출,증가세,둔화,부품,생산,정체,페가트론,아이폰,제조,스마트폰,렌즈,다리광전,쇼크,부족,스마트,부품,패널,부족,가격,상승,충격,지속,자동차,시작,글로벌,반도체,공급,부족,숏티지,정보기술,분야,영향,시작,스마트폰,개인,컴퓨터,PC,조립,생산,대만,기업,실적,제동,수요,공급,부품,실적,부진,공급,부족,장기화,글로벌,경기,회복,악영향,18일,현지시간,일본,경제,매체,니혼게이자이신문,위탁생산업체,이날,세계,최대,노트북,위탁,생산,업체,ODM,컴팔전자,매출,감소,전년,동월,대비,1분기,1~3월,전년,동기,대비,48%,매출액,급제동,주력,매출처,미국,중국,레노버그룹,매출,2분기,부족,반도체,공급,시작,와중,비축,1분기,위탁생산업체들,실적,상승세,IDC,1분기,1년,기간,55%,4월,공급량,한계,업계,관계자,수요,공급,부품,공급,원활,PC,스마트폰,생산,정체,모습,실제,니혼게이자이,미국,애플,전자제품,조립,생산,납품,대만,상장사,매출,결과,19개,15개,매출액,3월,19개,매출액,합계액,4월,전년,동월,대비,18%,증가율,10월,3월,5개월,기록,20~50%,수준,19개,6개,매출,일례,혼하이정밀,폭스콘,아이폰,생산,납품,페가트론,매출,10%,스마트폰,전용,광학,렌즈,규모,세계,최대,생산,다리광전,大立光電,매출,27%,급감,대만,업체,실적,부진,경기,글로벌,디지털,악영향,IT기업들,실제,대만,기업,실적,글로벌,경기,중요,선행지표,생산,실제,아이폰,100%,대만,기업,서버,90%,PC,80%,,60%,대만,업체,스마트폰업계,반도체,부족,어려움,시작,씽크탱크,중국,최대,중국정보통신연구원,스마트폰시장,세계,최대,스마트폰,시장,중국,스마트폰,출하,대수,34%,감소,1분기,100%,류영위,혼하이정밀,회장,회견,스마트,부품,부족,현상,2분기,경고,대만,대표적,패널,제조사,AU옵트로닉스,가격,역대,최장,기간,상승세,4월말,주문,온라인,교육,PC,대량,패널,가격",positive,3.487691819667816
2021-05-19,"美 인플레이션 가속패달 서학개미, 2분기 실적 관전포인트는?","가속패달,인플레이션,가속,패달,서학개미,관전포인트,실적,관전,포인트,미국,인플레이션,진행,글로벌,주식,투자,서학개미,실적,기업,주목,미국,기업,예상,실적,실적,기대감,지적,KB,증권,실적,확인,상승,원재료,가격,기업,마진,축소,실적,시즌,인플레이션,언급,기업들,방식,가격,전가,고민,방증,공개,이달,ISM,제조업,지수,고객,재고,지수,사상,최저,기록,재고,고객들,수요,바탕,가격,전가,해석,서비스업,가격,전가력,확인,월마트,치폴레,맥도널드,인건비,소식들,압박,만큼,비용,공급,차질,기업들,판매량,가능성,경기,회복,수요,공급,제조,기업,생산량,서비스,기업,판매량,전망,미국,자동체,업체,포드,반도체,부족,생산량,계획,50%,대표적,애플,공급,절대적,협상력,아이패드,수요,공급,연구원,김일혁,KB,증권,판매량,가격,매출액,유지,가격,결정,기업들,공급,차질,타격,전망,가격,상승,수요,위축,가격,상승,수요,위축,ISM제조업,서비스업,지수,신규,주문,지수,하락,전월,대비,60%,상회,수준,유지,17일,뉴욕,제조업,PMI,지수,신규,주문,지수,28.9,기록,2006년,최고치,연구원,가격,수요,약화,확인,설명",neutral,2.999669869430363
2021-05-19,"중국 앞에선 작아지는 애플, 고객 정보 통째로 넘겼다","중국,애플,통째,고객,정보,중국,매출,승승장구,NYT,정부,야합,애플,사용자,중국,아이폰,개인,정보,중국,당국,미국,뉴욕타임스,17일,현지,시각,보도,기업,외국,테크,무덤,중국,애플,승승,비결,당국,야합,野合,중국,거대,시장,사업,사용자,정보,보호,기본,원칙,포기,국제,비판,전망,1분기,1~3월,애플,중국,매출,177억,달러,20조,애플,매출,애플,19.8%,뉴욕타임스,문건,애플,내부,법률,문서,현직,직원,인터뷰,결과,애플,자체,원칙,중국,정부,검열,감시,적극,협력,보도,애플,중국,운영,사용자,데이터,보안,훼손,뉴욕타임스,애플,사용자,중국,아이폰,개인,정보,데이터,중국,시행,중국,사이버안보법,사용자,중국,아이폰,개인,정보,데이터,중국,정부,소유,기업,서버,저장,원래,애플,중국,고객,연락처,사진,이메일,개인,정보,중국,서버,저장,사이버안보법,서비스,폐쇄,중국,당국,협박,굴복,애플,암호화,고객,데이터,디지털,해외,중국,협상,초기,관여,임원들,결정,고객,데이터,위험,결정,뉴욕타임스,보도,단계,고객,데이터,소유,중국,당국,중국,구이저우성,구이양,데이터,센터,저장,고객,데이터,빅데이터,구이저우성,지방,정부,산하,구이,저우,클라우드,GCBD,회사,소유권,물리,제어,중국,당국,애플,사용자,이메일,사진,연락처,캘린더,위치,정보,애플,중국,정부,검열,삭제,애플,자체,조직,톈안먼,사태,티베트,지도자,달라이,라마,중국,정부,사전,삭제,아이폰,탑재,이모지,대만,국기,그림문자,중국,재벌,궈원,구이,중국,공산당,부패,의혹,폭로,뉴욕타임스,데이터,회사,센서,타워,결과,방식,중국,애플,장터,삭제,5만,애플,지역,행동,중국,환심,노력,애플,세계,아이폰,캘리포니아,애플,설계,Designed,Apple,California,문구,중국,엔지니어,중국,디자이너,반발,중국,출시,아이폰,문구,뉴욕타임스,보도,애플,중국,당국,요청,적극,수용,2년,요청,중국,정부,91%,수용,삭제,국가,정부,삭제,요청,수용,비율,40%,2배,애플,행보,기업,대비,중국,서비스,시작,구글,중국,검열,검색,결과,거부,사업,철수,아마존웹서비스,외국,기업,클라우드,시설,운영,중국,2017년,자산,매각,국제,인권,단체,엠네스티,동아시아,니컬러스,베클란,사무소장,동남아시아,지역,사무,소장,뉴욕타임스,애플,중국,정부,통제,검열,기계,톱니바퀴,비판",neutral,2.9998870218914817
2021-05-20,"덕산네오룩스, 하반기 OLED 소재 실적모멘텀 유효 목표가↑ -IBK","덕산네오룩스,OLED,소재,실적모멘텀,유효,IBK,케이프투자증권,유기,발광,다이오드,OLED,소재,업체,덕산네오룩스,비수기,다수,실적,모멘텀,평가,투자,의견,매수,유지,목표주가,40%,1만,5만,상향,조정,덕산네오룩스,매출액,427억,영업이익,116억,기록,전년,동기,대비,매출액,34.3%,영업이익,68.1%,직전,분기,비교,1.8%,19.5%,1분기,2분기,비수기,아이폰12,판매,호조,생산,지속,실적,긍정적,영향,연구원,박성순,케이프투자증권,2분기,아이폰,갤럭시,효과,소멸,비수기,실적,감익,예상,시장,설명,비수기,2분기,유효,실적,모멘텀,판단,반도체,스마트폰,부품,공급,차질,애플,아이폰,구매력,생산,영향,제한적,연구원,아이폰13,견조,판매,OLED,패널,적용,노트북,아이패드,폴더블,스마트폰,고객사들,OLED,신규,라인,증설,기대감,평가,퀀텀,OLED,퀀텀,QD-OLED,양산,포인트,연구원,QD-OLED,면적,면적,소재,소모량,스마트폰,소재,자체,수요,확대,덕산네오룩스,시장,동향,대응,생산능력,확대,만큼,분기,점진적,성장세,예상,케이프투자증권,덕산네오룩스,예상,매출액,1802억,영업이익,545억,제시,전년,대비,25%,,35.9%,예상",positive,4.999609768645314
2021-05-23,[대한민국 희망프로젝트]<709>앱 추적 투명성,"추적,투명성,애플,아이폰,운용,체계,OS,업데이트,투명성,추적,투명,ATT,추가,개인,정보,보호,정책,일환,개인정보,스마트폰,사용자,개인,정보,애플리케이션,개발회사,데이터,브로커,분별,수집,활용,방지,취지,스마트폰,수집,개인정보,통제,권한,선택권,사용자,의미,투명성,아이폰,특정,사이트,개인정보,접근,수집,사용자,사전,동의,팝업,회사,사이트,사용자,활동,추적,허용,메시지,방식,사용자,추적,요청,허용,선택,애플,아이폰,투명성,추적,투명,개인정보,그동안,스마트폰,개인,정보,수집,활용,추적,투명,추적,투명,핵심,스마트폰,사용자,자신,정보,선택권,제공,스마트폰,인터넷,검색,게임,온라인,쇼핑,자신,정보,수집,사실,사용자,선택,사용자,개인,정보,수집,허용,추적,요청,추적,설정,프라이버시,추적,일괄,거절,제공,자체,영향,사용자,추적,선택,초점,앱스토어,설치,정보,수집,확인,셀카,연락처,위치정보,기본,관련성,정보,접근,여부,설치,애플,개인,정보,추적,거부,서비스,정상적,이용,가능,보장,방침,개인,정보,수집,강제,정책,개인,정보,보호,애플,앱스토어,퇴출,등록,거부,기업,개인정보,관심,포털,사이트,운동화,검색,페이스북,사회관계망서비스,SNS,운동화,광고,경험,한번쯤,우연,스마트폰,사용,추적기,개인,정보,내장,검색,실행,콘텐츠,정보,수집,웹사이트,소셜미디어,수집,개인정보,데이터,브로커,광고업체,자신,취향,생활패턴,맞춤,광고,수집,개인정보,활용,온라인상,매시간,디지털,광고,사용자,노출,1000분,1초,실시간,경매,광고주,공간,광고,입찰,진행,수집,개인정보,사용자,광고,판단,광고비용,효과적,사용,추적,투명,애플,추적,투명,애플,제시,이름,애플,시장,스마트폰,OS,양분,구글,버전,신규,안드로이드,개인,정보,보호,강화,준비,구글,가을,안드로이드12,카메라,마이크,접근,표시,추가,예정,추가,프라이버시,대시보드,사용자,스마트폰,스마트폰,데이터,접근,대시보드,접근,권한,사용자,제한,허용,대략,위치,사용자,정확,위치,대략적,위치,확인,제한,사용자,사전,허락,고객,데이터,의미,결국,사용자,개인정보,수집,활동,방지,애플,투명성,추적,투명,방향성,구글,안드로이드,OS,변화,페이스북,광고,개인,맞춤,매출,의존,기업,입장,걱정,상황,관련도서,주소,사스키아,훌라,하텐하우어,김현희,번역,책속물고기,사람,주소,전화번호,주소,주인공,비니,바나나,선물,주소,응모,엽서,선물,우편물,폭탄,이야기,주소,개인정보,광고,악용,사건,어린,눈높이,개인,정보,보호,보호,방법,중요성,자연,SNS,위협,로리,앤드류스,김승중,정경조,김윤관,공역,영진닷컴,스마트폰,활성화,세상,일상,공유,스마트폰,사진,일상,공유,SNS,음식,타인,공유,데이터,개인,행동,욕망,데이터,수집자,손안,벌이,전락,사생활,만반,준비,개인정보,수집,SNS,대응,조치,대응,방법,조망,주최,전자신문,후원,교육부,한국교육학술정보원",neutral,2.9999884143835516
